domain_var,subdomain_var,pillar_var,country_iso,assessment_type,score,rating,date,outlook
hard-power,national-security,nuclear-capability,COL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,COL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,COM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,COM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,CPV,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,CPV,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,CRI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,CRI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,CUB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,CUB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,CUW,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,CUW,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,CXR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,CXR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,CYM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,CYM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,CYP,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,CYP,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,CZE,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,CZE,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,DEU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,DEU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,DJI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,DJI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,DMA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,DMA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,DNK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,DNK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,DOM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,DOM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,DZA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,DZA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,ECU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,ECU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,EGY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,EGY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,ERI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,ERI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,ESH,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,ESH,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,ESP,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,ESP,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,EST,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,EST,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,ETH,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,ETH,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,FIN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,FIN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,FJI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,FJI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,FLK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,FLK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,FRA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,FRA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,FRO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,FRO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,FSM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,FSM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GAB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GAB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GBR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GBR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GEO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GEO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GGY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GGY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GHA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GHA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GIB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GIB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GIN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GIN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GLP,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GLP,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GMB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GMB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GNB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GNB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GNQ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GNQ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GRC,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GRC,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GRD,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GRD,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GRL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GRL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GTM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GTM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GUF,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GUF,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GUM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GUM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,GUY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,GUY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,HKG,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,HKG,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,HMD,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,HMD,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,HND,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,HND,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,HRV,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,HRV,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,HTI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,HTI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,HUN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,HUN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,IDN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,IDN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,IMN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,IMN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,IND,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,IND,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,IOT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,IOT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,IRL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,IRL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,IRN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,IRN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,IRQ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,IRQ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,ISL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,ISL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,ISR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,ISR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,ITA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,ITA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,JAM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,JAM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,JEY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,JEY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,JOR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,JOR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,JPN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,JPN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,KAZ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,KAZ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,KEN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,KEN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,KGZ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,KGZ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,KHM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,KHM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,KIR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,KIR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,KNA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,KNA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,KOR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,KOR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,KWT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,KWT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,LAO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,LAO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,LBN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,LBN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,LBR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,LBR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,LBY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,LBY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,LCA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,LCA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,LIE,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,LIE,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,LKA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,LKA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,LSO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,LSO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,LTU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,LTU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,LUX,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,LUX,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,LVA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,LVA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MAC,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MAC,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MAF,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MAF,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MAR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MAR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MCO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MCO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MDA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MDA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MDG,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MDG,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MDV,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MDV,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MEX,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MEX,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MHL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MHL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MKD,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MKD,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MLI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MLI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MLT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MLT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MMR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MMR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MNE,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MNE,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MNG,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MNG,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MNP,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MNP,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MOZ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MOZ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MRT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MRT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MSR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MSR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MTQ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MTQ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MUS,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MUS,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MWI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MWI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MYS,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MYS,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,MYT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,MYT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,NAM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,NAM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,NCL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,NCL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,NER,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,NER,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,NFK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,NFK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,NGA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,NGA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,NIC,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,NIC,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,NIU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,NIU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,NLD,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,NLD,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,NOR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,NOR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,NPL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,NPL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,NRU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,NRU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,NZL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,NZL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,OMN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,OMN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,PAK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,PAK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,PAN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,PAN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,PCN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,PCN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,PER,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,PER,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,PHL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,PHL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,PLW,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,PLW,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,PNG,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,PNG,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,POL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,POL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,PRI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,PRI,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,PRK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,PRK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,PRT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,PRT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,PRY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,PRY,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,PSE,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,PSE,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,PYF,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,PYF,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,QAT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,QAT,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,REU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,REU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,ROU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,ROU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,RUS,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,RUS,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,RWA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,RWA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SAU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SAU,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SDN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SDN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SEN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SEN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SGP,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SGP,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SGS,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SGS,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SHN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SHN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SJM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SJM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SLB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SLB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SLE,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SLE,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SLV,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SLV,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SMR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SMR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SOM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SOM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SPM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SPM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SRB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SRB,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SSD,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SSD,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,STP,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,STP,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SUR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SUR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SVK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SVK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SVN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SVN,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SWE,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SWE,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SWZ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SWZ,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SXM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SXM,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SYC,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SYC,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,SYR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,SYR,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,TCA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TCA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,TCD,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TCD,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,TGO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TGO,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,THA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,THA,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,TJK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TJK,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,nuclear-capability,TKL,pillar,2,SP,Aug 2025,Stable
hard-power,national-security,quantum-computing,TKL,pillar,2,SP,Aug 2025,Stable
